graph,algorithm,crossings,crossings_pct_vs_baseline,crossings_pct_vs_ebc,mean_edge_length,mean_edge_length_pct_vs_baseline,mean_edge_length_pct_vs_ebc,path_continuity,path_continuity_pct_vs_baseline,path_continuity_pct_vs_ebc,runtime_s
november17,community,92,-5.154639175257732,2.2222222222222223,0.2065290270281074,-1.0768673384365706,27.552669209817836,37.956927877508825,9.313119052691638,32.71391335900882,0.54
mist/ppi_zebrafish,community,5,-54.54545454545455,0.0,0.0806736963528718,-9.132173496905821,0.0,36.30764322143207,-0.007036199180694315,0.0,8.03
mist/genetic_mouse,community,9,-35.714285714285715,-10.0,0.0350176290461056,-18.561181232358102,-11.685740502157712,53.961035012991225,8.324494731806949,3.452309046330203,11.35
plant_pol_vazquez/All sites pooled,community,171,-30.20408163265306,-9.042553191489361,0.1501545224338445,-11.525905974128744,18.23118435750821,60.114667149607214,7.935653461965297,3.953447907500269,8.8
terrorists_911,community,154,-4.938271604938271,0.0,0.09445597559439,-11.709372170486702,0.4509957605579453,49.94575389731406,12.7388043478547,-0.022528842444352697,1.68
revolution,community,5,0.0,0.0,0.1264281671601634,-18.32719516413507,0.0,36.92120646597252,4.426757177783234,0.0,4.35
train_terrorists,community,879,-20.667870036101082,-2.3333333333333335,0.1095147219456123,4.378145970608767,19.10843764297693,39.34696445538129,4.976445432691133,-2.708900849793735,10.39
london_transport,community,41,-35.9375,28.125,0.0287756174414652,1.7450117574473625,-1.1562115909336084,39.47984732003989,-3.9460872607409114,-7.247327618884375,39.35
polbooks,community,2302,-4.87603305785124,0.6558810668998688,0.0848507293402918,-11.67927629498886,-0.4082211949973939,41.41507433077926,9.281231661120907,3.0658936113096824,30.95
fullerene_structures/C540,community,263,-2.5925925925925926,1.1538461538461537,0.0509058397921445,0.8052933947975582,-1.4102180394371513,60.35352805513593,0.027760736593894313,-0.16593098287135383,95.71
fullerene_structures/C500,community,245,3.8135593220338984,0.823045267489712,0.0531917348167938,2.1056809102670857,-0.8672803618113794,60.2598814795998,-0.3564420936927401,-0.010572914584223892,111.34
ugandan_village/friendship-5,community,16150,-8.664178260377785,0.0,0.117240064018099,-6.780559944288678,0.0,74.89750791499334,-1.7510419402889779,0.0,39.36
ugandan_village/friendship-2,community,16312,-7.528344671201814,0.2581438229870928,0.1510798796238907,5.304144125152311,65.08172663192579,74.59036174136538,-2.066532625666849,-0.12072105698433964,40.62
ugandan_village/friendship-1,community,6913,-7.419311637873309,-1.6782818944673588,0.1277163814070496,-7.159780563282652,13.64526952778036,77.04424661663694,3.243921653375792,-0.09294886948984489,62.47
ugandan_village/friendship-15,community,1426,-4.10221923335575,0.9200283085633404,0.1285607102437534,0.40290072818352846,12.895539701067388,66.7257340759985,0.5852991792534084,-0.7371457346894021,6.84
ugandan_village/friendship-14,community,8891,-7.855736345735309,0.4519263360072308,0.14084916498643,-8.51499064919682,65.65656858525922,72.92827779872638,-0.7926954858505534,-2.4298781279394572,22.19
ugandan_village/friendship-6,community,15426,-3.755927127526828,5.174882389036613,0.1480022444453222,-1.4078961526303904,55.6612289377199,73.88021243127767,1.9872940809107709,-2.4114465910011385,55.5
ugandan_village/friendship-17,community,2142,-7.910576096302665,-3.9461883408071747,0.167059162407105,8.159248206487817,71.1952181068246,66.08070790524418,8.795729994635328,5.841709238500841,13.69
ugandan_village/health-advice_2,community,3082,-14.030683403068341,1.8169805087545425,0.115622794102751,-6.260293308585877,21.30267165665032,61.712691506520144,-1.4563814742170615,-1.489195377421973,16.0
ugandan_village/health-advice_1,community,3727,-15.54498073872649,-0.053633681952266025,0.1163314750604348,-1.1314259435059708,19.664167939084617,66.1375029161582,1.6896234642540242,-3.702837221057424,35.9
ugandan_village/health-advice_5,community,2818,-12.102308172177167,2.138455962305183,0.1115464991095964,-0.550459797881231,-7.1735209721415325,63.23633117903405,2.955025023048949,1.297285937024929,22.42
ugandan_village/health-advice_6,community,1456,-20.393657736468015,1.18137595552467,0.1280568521126401,1.1172106228308323,30.570899588867825,61.222384858395145,-1.1064298400795995,0.6779306646533254,9.7
ugandan_village/friendship-7,community,27159,-3.534133693258507,1.1433040369432446,0.1786493907766304,-12.880931172378002,48.64697000766257,75.57022737382037,-2.5395175988849106,-2.3404645029657574,83.48
ugandan_village/health-advice_7,community,8729,-0.5468839011051612,3.694464243288192,0.1301217425609062,-14.222933039758635,43.73004780743483,73.753286010461,-0.7618937777528564,-1.6692281883175875,19.75
ugandan_village/health-advice_9,community,11975,-7.521816356475403,-1.1229460820741475,0.1374095909362342,-1.979513304123015,-5.570544395875587,64.13130495853368,-1.0515022697652576,-3.7616003180842212,37.9
ugandan_village/health-advice_12,community,5883,-8.035016413944037,-2.015323117921386,0.1131449374379706,-12.58422652461267,-4.46462095891259,71.61383089142153,1.1484981547785436,1.6793698967458157,31.8
ugandan_village/health-advice_3,community,14065,-16.922622563496752,-8.329531382389364,0.1121426360767145,-6.20096258292401,33.370794658271315,70.44328128102737,4.83549139967714,4.8371862909455485,112.26
ugandan_village/health-advice_13,community,1043,-3.9594843462246776,-0.09578544061302682,0.1080232641819834,-6.47978283005193,-0.8137899836918048,63.20292248621386,-0.20482555606712607,-5.722147511153842,9.32
ugandan_village/health-advice_15,community,286,-18.51851851851852,-15.634218289085545,0.1164858547216904,-0.7823436771836825,-0.33122705514157885,56.626389201378814,3.017531036828057,3.798180307722802,6.93
ugandan_village/health-advice_11,community,4502,-16.16387337057728,-1.3368397983782598,0.1056208898213941,-5.362258894946245,26.69103356083967,69.05300947058983,6.758515706196662,2.909675516469702,78.33
ugandan_village/health-advice_17,community,383,-14.88888888888889,-3.282828282828283,0.1586394876393532,0.3592762345918321,5.389410341580546,60.04142000697411,0.46417712505370706,-0.5488817348039757,2.07
ugandan_village/health-advice_14,community,2162,-29.25392670157068,-4.925241864555849,0.1401689807155622,5.599138755558362,60.33907463358911,71.16784406287769,1.497190522609202,1.1316763877146598,23.69
urban_streets/brasilia,community,4,0.0,0.0,0.0402508069377786,-4.905786032488224,-6.710188691442969,47.10420292561405,0.5359396681123395,0.5699748468638632,6.51
ugandan_village/friendship-13,community,24305,-9.431360858548219,-4.054160745302385,0.1561561703217019,2.961395659711949,78.36352989015143,80.6669606991055,0.8173615456124614,1.5700607796516666,183.02
urban_streets/irvine2,community,0,-100.0,-100.0,0.0357077980891494,-8.708675948495397,-19.15633119214262,46.945096660658656,2.93503132696953,4.832787658761019,7.72
ugandan_village/health-advice_10,community,20796,-14.38452037875669,-1.2394928052429122,0.1241794359448373,5.486213915447168,40.399018343206514,71.7139539370722,1.0828797424100838,1.3332391309815144,112.91
urban_streets/los-angeles,community,7,-22.22222222222222,16.666666666666668,0.0426570229952282,-2.7592420663278565,1.4788224845212168,48.426149504931914,-0.797742977234604,0.2896606232241575,17.55
urban_streets/new-delhi,community,1,-50.0,0.0,0.0376875127403695,2.977103061976377,0.5349463988773986,49.68988455602811,0.5133633310651949,0.0807562004895234,17.83
ugandan_village/friendship-12,community,25389,-3.6653386454183265,-2.571088683372347,0.115083349557081,-13.230044332651554,40.41494880452954,77.05173167278092,5.73600772236591,3.481870487949414,228.78
urban_streets/new-york,community,34,-42.3728813559322,9.67741935483871,0.0472962659006764,-6.294142853123646,-2.316359344759572,44.656668454954165,0.6710906602053913,-0.028181676202150792,29.04
urban_streets/walnut-creek,community,0,-100.0,,0.0401181262689699,-11.36076319633541,4.076848917521778,50.80282612382503,2.176056073796131,0.20641608286837404,12.0
urban_streets/london,community,3,-25.0,0.0,0.0296219010526367,1.039239591716868,0.0,48.59824580266278,-0.1638603174845131,0.0,65.55
zebras,community,464,-19.16376306620209,0.0,0.155550221652742,0.0199381109009804,44.02957465861502,34.285188501828515,18.319259983688205,-1.0096292048789426,3.79
windsurfers,community,4116,-8.553654743390357,-0.2423654871546292,0.2605106308958969,10.267578274286421,14.15212674650306,30.44610533994605,-15.689520209297447,5.669062503898175,10.2
urban_streets/vienna,community,4,0.0,0.0,0.0359569164055833,0.8686138965856325,0.0,48.84588808351097,0.4086067814470534,0.0,50.78
urban_streets/bologna,community,12,-29.41176470588235,9.090909090909092,0.02650493756192,-3.329622918213999,-2.559931957410619,48.82577080613866,0.8241362116846688,-0.32094290683993665,141.23
urban_streets/savannah,community,2,0.0,0.0,0.029415459696519,-1.9749961037313433,0.29197929082591056,45.93700021894482,-0.000983629805783401,-0.2856366398554583,104.27
ugandan_village/health-advice_16,community,16959,-16.106851348008906,0.40258125629033215,0.1081668722828306,-3.506439494559787,15.521261530512826,70.59014542464342,6.060570342301811,-1.0114477769950705,193.7
ceo_club,embeddedness,172,-1.7142857142857142,6.172839506172839,0.1848915745460482,-17.16771070778552,-2.0519537648924766,80.39055535811441,6.088318513606251,5.798782461158562,3.13
dutch_criticism,embeddedness,125,-32.432432432432435,-3.10077519379845,0.1134671425323347,-14.001534336527538,16.711822370968264,51.35582155636547,2.592910513143904,4.495826551025543,4.49
dolphins,embeddedness,230,-10.15625,2.2222222222222223,0.0996931070428007,9.746343047321224,-4.3958699154896435,45.551774713046235,9.610789425561029,0.468629333922547,8.05
elite,embeddedness,154,-9.941520467836257,23.2,0.175817379841841,0.0074521228022745465,5.950494205758659,66.03560491638694,5.589756521702857,7.142710062116621,3.3
blumenau_drug,embeddedness,619,-4.622496147919877,5.272108843537415,0.1383258653729285,7.536195898086784,34.352176158379656,62.54188694423311,2.3145478479984476,-4.215158419709568,11.96
cs_department,embeddedness,2890,-4.1459369817578775,-4.1459369817578775,0.1482829388158217,-13.739179235942078,-7.286830263370916,48.61139418322151,2.8394664477176317,4.872491949648859,26.67
celegans_interactomes/BPmaps,embeddedness,155,-3.7267080745341614,72.22222222222223,0.0491850359086206,5.285925095768586,19.84310634295788,50.4003020188976,-0.5090081183655855,-2.850929042856018,42.07
fullerene_structures/C180,embeddedness,80,-4.761904761904762,-2.4390243902439024,0.0803910385390238,-10.157186647092717,-10.85268357037559,61.18059741672201,0.5981406370459518,1.189547174785971,18.47
football,embeddedness,5449,-1.6425992779783394,19.181977252843396,0.1872309658751634,2.088595631853052,20.36526839917538,64.77630834782592,0.506139624310775,-3.3107368407342075,45.14
football_tsevans,embeddedness,5449,-1.6425992779783394,19.181977252843396,0.1872309658751634,2.088595631853052,20.36526839917538,64.77630834782592,0.506139624310775,-3.3107368407342075,44.34
adjnoun,embeddedness,6124,-9.608856088560886,-1.3848631239935587,0.1295738158757058,-12.153980725270289,43.43299027130694,66.38519983808786,2.0847148997497307,1.6836225699376135,70.42
fullerene_structures/C240,embeddedness,108,-1.8181818181818181,-1.8181818181818181,0.0776342362786527,-0.34571661233498063,-0.15872438780537163,60.67197463095015,-0.1653046183317776,0.09793265330981275,27.74
fullerene_structures/C60,embeddedness,15,-37.5,-31.818181818181817,0.1471701193909989,-4.961191414822183,-1.0802525382476278,64.4933815934017,1.8508205541133274,1.5620495249426458,2.27
fullerene_structures/C260,embeddedness,118,-8.527131782945736,-5.6,0.0756377365558011,3.2286653439107025,1.8038899514537934,61.07272721194728,0.6358509997625342,0.49022114124584304,46.49
game_thrones,embeddedness,1793,-19.59641255605381,-0.9939260077305356,0.0840978519468246,-10.891989940904587,-9.121080467026376,45.8062333284654,-0.5117961392588743,-3.1171007924428267,22.79
kangaroo,embeddedness,443,-4.935622317596566,5.225653206650831,0.1408595417569512,-39.935772689920526,-4.628733840776448,38.33970329586372,77.86166104367926,45.1680351152105,1.88
karate/77,embeddedness,59,-11.940298507462687,13.461538461538462,0.1281694026127141,-15.46883654579326,4.310076469162919,38.5658493632582,-0.8034665306396618,2.692709882312895,1.46
karate/78,embeddedness,65,-4.411764705882353,14.035087719298245,0.1699989314479519,5.653662688366686,33.609455570085885,37.881895114960855,-1.2117774702695112,1.041807622097686,1.18
interactome_pdz,embeddedness,83,-5.681818181818182,9.210526315789474,0.0671546960965544,-1.112706994058058,12.078766698261893,46.819938186722425,-1.096839889049099,-9.60439652273238,12.2
lesmis,embeddedness,731,-1.482479784366577,6.7153284671532845,0.0930223905809382,-12.118689149783279,14.523383061227038,44.44831400746666,-1.6859879414902637,-3.966002975858642,12.97
fullerene_structures/C320,embeddedness,150,-7.407407407407407,-1.9607843137254901,0.0683779555735956,2.629801771273934,6.47960686242044,61.05692225348534,0.7234491732373383,2.862018796042402,68.39
malaria_genes/HVR_3,embeddedness,54,-12.903225806451612,8.0,0.1119990643208794,-28.30299098248691,-22.79738400331193,16.1969636052776,-32.130114517818974,-12.73171185131931,0.34
facebook_organizations/S2,embeddedness,8540,-4.3244454402868024,0.8502598016060463,0.0891744933081093,-9.01147690217009,-0.9684566697715044,48.723696952475485,-1.6731990043926428,-4.984491429448701,120.85
marvel_partnerships,embeddedness,12,-42.857142857142854,33.333333333333336,0.037837667979599,1.2960207476232368,21.726918522825564,49.07265727311832,4.201138709293628,-3.2292692570035153,10.93
macaque_neural,embeddedness,2577,-2.901281085154484,-1.0748560460652592,0.1699352923690724,-14.13169371130322,-5.030923331418194,40.82293682030985,9.416620781811826,4.587304761284658,21.58
mist/ppi_zebrafish,embeddedness,5,-54.54545454545455,0.0,0.0768312377173563,-13.460174821031464,-4.762963405951245,36.78140384140041,1.2977229181718768,1.3048509292629653,6.43
montreal,embeddedness,158,-7.0588235294117645,14.492753623188406,0.1477300467146463,-16.86150321919808,29.299992126722756,47.514007302720195,5.269375612861321,4.653318718090839,1.56
new_guinea_tribes,embeddedness,90,-20.353982300884955,7.142857142857143,0.2679928008912328,-8.64048729929802,2.457604068913264,46.80832579411018,77.4184036182532,18.867894639282852,0.7
november17,embeddedness,90,-7.216494845360825,0.0,0.1453422738540631,-30.384056688350924,-10.236370906898996,31.130606137634977,-10.346178018211923,8.84612630126986,0.95
plant_pol_vazquez/All sites pooled,embeddedness,195,-20.408163265306122,3.723404255319149,0.1244983511993929,-26.643043102920892,-1.9704017283500592,61.07427680377458,9.658628902105315,5.6128554518814475,8.64
mist/genetic_mouse,embeddedness,10,-28.571428571428573,0.0,0.0282830518843175,-34.22346402807344,-28.670305456321593,50.0194008217966,0.41183086099763344,-4.104461471449455,10.83
terrorists_911,embeddedness,161,-0.6172839506172839,4.545454545454546,0.1045736589539197,-2.252092095067608,11.210837706599403,43.02910081554877,-2.8736379056009502,-13.867739496601583,1.9
london_transport,embeddedness,41,-35.9375,28.125,0.0287779910294817,1.7534043051012014,-1.1480583538345097,38.88109201511847,-5.402850488442074,-8.65402390581863,45.77
revolution,embeddedness,5,0.0,0.0,0.158575800889499,2.440229330635259,25.427588211897366,37.6227265340066,6.410914057040505,1.900046437216572,4.98
train_terrorists,embeddedness,900,-18.772563176895307,0.0,0.0915397019487668,-12.753790519054405,-0.4412312087487521,38.839064347862674,3.621384155152252,-3.9647578238438874,7.94
polbooks,embeddedness,2240,-7.43801652892562,-2.055094009619589,0.0983082938338604,2.3286390714432024,15.387315233716734,40.01624160390654,5.590156231445137,-0.41525298416400347,28.45
ugandan_village/friendship-1,embeddedness,7291,-2.35703763224856,3.6979092589958755,0.1330391517999767,-3.290526158746759,18.381605378157804,74.13189239445875,-0.6588080681257515,-3.869541346707775,26.24
fullerene_structures/C500,embeddedness,245,3.8135593220338984,0.823045267489712,0.0530518068432806,1.8370782586865602,-1.1280622410939534,60.46928987783779,-0.010171949385234564,0.3368991555986507,128.88
ugandan_village/friendship-6,embeddedness,15224,-5.016221612178687,3.797640962705393,0.1520228574336944,1.2704462925486792,59.88990507164292,72.22540130762508,-0.2970754838533609,-4.597290654086268,33.03
fullerene_structures/C540,embeddedness,262,-2.962962962962963,0.7692307692307693,0.0509005278600149,0.7947745451134426,-1.4205057045181044,60.385254887695545,0.0803436446436732,-0.1134498952942082,134.29
ugandan_village/friendship-5,embeddedness,16250,-8.098631376541116,0.6191950464396285,0.1303735653226619,3.6620958819082916,11.202229728001004,75.75951437832617,-0.6202801937258001,1.150914746470853,50.47
ugandan_village/friendship-2,embeddedness,16175,-8.30498866213152,-0.5838967424708051,0.1450776648575276,1.120542110107634,58.52323598635757,74.27968731196185,-2.4744328340279194,-0.5367257159032892,63.33
ugandan_village/friendship-17,embeddedness,2059,-11.478933791917456,-7.668161434977579,0.1200175555875819,-22.296937223353762,22.988953789883194,64.42369279600076,6.067608972070265,3.187662135255051,11.36
ugandan_village/friendship-15,embeddedness,1344,-9.616677874915938,-4.883227176220807,0.0922258151260349,-27.97380052491576,-19.01193488054432,69.68600005514283,5.047733999727006,3.666619237602705,20.69
ugandan_village/friendship-7,embeddedness,27373,-2.7740285572209986,1.9402651571577536,0.2069553354573033,0.9225726187414838,72.19920767102744,78.48299314184561,1.216982371254626,1.4237077352608487,61.21
ugandan_village/friendship-12,embeddedness,26226,-0.48947068867387594,0.6408534479450477,0.1311246747258236,-1.1352879748090554,59.987214132178856,72.70615432945829,-0.2273105516867955,-2.3543185512118634,58.46
ugandan_village/health-advice_2,embeddedness,3076,-14.198047419804743,1.6187644532540468,0.107824521149064,-12.582643715795196,13.121314763048625,61.18891192825909,-2.292759432976155,-2.3252948318416484,18.91
ugandan_village/health-advice_1,embeddedness,3997,-9.426693859052799,7.186913381603647,0.1161835623163292,-1.2571350182590093,19.512017754091364,63.862200232262154,-1.8087649385543865,-7.015710904847082,24.43
ugandan_village/health-advice_6,embeddedness,1516,-17.113176599234553,5.350938151494093,0.1280338203879327,1.0990241398756282,30.547415698982093,60.264838398319405,-2.6531710892143674,-0.8967188093694131,12.4
ugandan_village/health-advice_5,embeddedness,2798,-12.72613849033063,1.4135556361000363,0.118000723486275,5.203818926647318,-1.8024611134703956,62.198732919455146,1.2657120476270536,-0.3648264219408248,22.83
ugandan_village/friendship-14,embeddedness,8923,-7.5240957612187795,0.8134674048130155,0.1530830030522867,-0.5688108478544239,80.04512129561998,76.47782170070072,4.035893552565756,2.319026433631214,66.53
ugandan_village/health-advice_7,embeddedness,8219,-6.357525350347499,-2.3639819434545024,0.1170679614451353,-22.82806723804766,29.31108486617744,74.06035256712619,-0.348722986104092,-1.2598350189046166,35.58
ugandan_village/health-advice_3,embeddedness,14096,-16.739515652687537,-8.127484846509809,0.1230260946737703,2.902247185340103,46.314449030072964,68.01485614142146,1.221447047849328,1.2230835103152986,55.16
ugandan_village/friendship-13,embeddedness,24657,-8.119689968698763,-2.664613927048792,0.1296082306028939,-14.54295860119999,48.04014126066303,80.07866162942246,0.08210687020182819,0.8293167160789068,104.05
ugandan_village/health-advice_13,embeddedness,1019,-6.169429097605893,-2.3946360153256707,0.1053825779679961,-8.765934337135974,-3.2384497029765806,63.74624046338978,0.6530542725535038,-4.91169682166392,14.15
ugandan_village/health-advice_11,embeddedness,4709,-12.309124767225326,3.1996493534955075,0.0901528792559155,-19.221804878523894,8.137334108162534,63.399731272010506,-1.9816622235079058,-5.515402977291144,43.98
ugandan_village/health-advice_15,embeddedness,315,-10.256410256410257,-7.079646017699115,0.1013598407335049,-13.66603381277616,-13.273495945653398,55.43911059338535,0.8575750061979003,1.6218564988756217,5.72
ugandan_village/health-advice_17,embeddedness,389,-13.555555555555555,-1.7676767676767677,0.1191502439909404,-24.622599152044533,-20.8445882981682,62.05289892945353,3.829879913692147,2.7828820406732486,5.54
ugandan_village/health-advice_14,embeddedness,2146,-29.777486910994764,-5.628847845206685,0.096876311606076,-27.016269796695884,10.816659131979435,72.75509423309471,3.7608734408556144,3.387207276340567,33.34
ugandan_village/health-advice_12,embeddedness,5891,-7.9099577927153355,-1.882078614257162,0.1385485819372237,7.042628050417865,16.98527208284814,69.9529605971994,-1.19734110279674,-0.6787813555279809,50.73
urban_streets/brasilia,embeddedness,4,0.0,0.0,0.0427717670639124,1.0500876474783896,-0.867327085041651,47.39375059507942,1.1539301067656136,1.1881744984127023,7.03
urban_streets/irvine2,embeddedness,1,-88.88888888888889,0.0,0.0389009043388938,-0.5451118819426595,-11.927030088833254,45.12474696313142,-1.0563919838707974,0.767776680404989,7.3
urban_streets/los-angeles,embeddedness,6,-33.333333333333336,0.0,0.0432838827461765,-1.3302553949620606,2.9700889846773446,48.25124439232884,-1.156040758751973,-0.07256463241881508,17.68
ugandan_village/health-advice_9,embeddedness,11696,-9.67642288979844,-3.426636941623318,0.1225785651039246,-12.559155964996155,-15.76259639059847,67.46707225417151,4.095269075281119,1.2442062291399438,109.88
urban_streets/new-delhi,embeddedness,1,-50.0,0.0,0.0353468372488796,-3.4185427048934645,-5.7090232335902,49.36478196689679,-0.14425853610539524,-0.5740352777702566,13.73
urban_streets/new-york,embeddedness,52,-11.864406779661017,67.74193548387096,0.0464322802456439,-8.005916812984351,-4.100797558861165,44.17209205472146,-0.42130687878322626,-1.1129913031659275,17.04
ugandan_village/health-advice_10,embeddedness,20602,-15.183202964182792,-2.1608016336610154,0.1162048448884899,-1.2879303835473443,31.38283343722058,71.06501967527771,0.16818824452862496,0.41628214952138554,143.33
urban_streets/walnut-creek,embeddedness,1,-83.33333333333333,,0.0440211923535514,-2.7371102218154073,14.20241700803076,50.072031445482615,0.7062615027077267,-1.2350453710798133,5.7
urban_streets/london,embeddedness,3,-25.0,0.0,0.0299082342413895,2.015911804956855,0.9666266464262403,48.75064871401967,0.14922337710049893,0.3135975565367769,74.2
zebras,embeddedness,500,-12.89198606271777,7.758620689655173,0.1349791418684398,-13.20741769122457,24.98206807121922,40.786433835087706,40.7552613713606,17.76117866555336,2.65
windsurfers,embeddedness,4031,-10.442123972450567,-2.302472127968977,0.2246072460950647,-4.929418793444161,-1.5802359533164936,27.504098961395975,-23.836439710276345,-4.541736297155501,9.62
urban_streets/vienna,embeddedness,4,0.0,0.0,0.0361409545767764,1.3848894031646086,0.5118296828270898,48.73301826057619,0.17658926445208745,-0.23107333567528085,58.05
ugandan_village/health-advice_16,embeddedness,17006,-15.874350729656197,0.6808359481380617,0.1193729684275712,6.490300667667727,27.489272957225154,64.7574727718507,-2.702927514995139,-9.19060391865536,130.58
urban_streets/bologna,embeddedness,15,-11.764705882352942,36.36363636363637,0.0275387174501742,0.44084027882742627,1.2405517229309733,48.52065001021103,0.19406852034661273,-0.9438547981511674,145.94
urban_streets/savannah,embeddedness,2,0.0,0.0,0.0294117681642817,-1.987297881968972,0.27939301549605505,45.94154516211221,0.008910134350165634,-0.2757710388740078,94.99
ceo_club,stress,170,-2.857142857142857,4.938271604938271,0.2096266067164738,-6.086300722374615,11.051661586992141,84.73902319532893,11.826823974920012,11.521626403452158,2.82
dolphins,stress,223,-12.890625,-0.8888888888888888,0.0893014848995162,-1.693189357516153,-14.36127298743045,45.9224448543225,10.502729356721144,1.2861764276117809,4.79
dutch_criticism,stress,131,-29.18918918918919,1.550387596899225,0.11300602050815,-14.351025701855763,16.237514209355325,49.56362678070804,-0.9873355557334929,0.8491732847116653,3.33
elite,stress,157,-8.187134502923977,25.6,0.1569361361695218,-10.732470598586493,-5.4276590809137515,65.76469074683456,5.156569588115505,6.703152063718288,2.41
blumenau_drug,stress,597,-8.012326656394453,1.530612244897959,0.1020831709774091,-20.639311798059683,-0.8493738102649055,61.95451964353693,1.3536523149772723,-5.114729676598453,8.36
cs_department,stress,2927,-2.9187396351575456,-2.9187396351575456,0.1489180092805918,-13.369738894581408,-6.889755614964585,46.62219418664133,-1.368770525183582,0.5810626637223004,24.05
adjnoun,stress,6155,-9.15129151291513,-0.8856682769726248,0.1046652289590727,-29.041036119886392,15.860188770172037,63.83319564517489,-1.8396631407154733,-2.225336532120803,25.33
celegans_interactomes/BPmaps,stress,128,-20.496894409937887,42.22222222222222,0.0420649614028936,-9.955369685005891,2.4944995889660913,49.92223662264257,-1.4527167580452705,-3.772423701469783,35.72
fullerene_structures/C180,stress,80,-4.761904761904762,-2.4390243902439024,0.0886080534865494,-0.9740767673735642,-1.7406625672082607,60.80824037606728,-0.014119254563740542,0.5736878677159035,13.05
fullerene_structures/C240,stress,112,1.8181818181818181,1.8181818181818181,0.0774820104553515,-0.5411195178228192,-0.3544939491230914,60.684321258943775,-0.1449884533770065,0.11830238653373587,12.41
facebook_organizations/S2,stress,8433,-5.523190678915528,-0.4133207368918281,0.0884662231191042,-9.734155058906357,-1.7550166748799298,50.267087231068345,1.4414379848690033,-1.9747441931833127,55.0
fullerene_structures/C320,stress,150,-7.407407407407407,-1.9607843137254901,0.0665497009516793,-0.11426110484899189,3.6326098770173667,60.577350041535695,-0.06768417466818391,2.054088031454804,26.13
fullerene_structures/C260,stress,122,-5.426356589147287,-2.4,0.0728599496851748,-0.5623951018635537,-1.9348457876465863,60.587829279095835,-0.16316549005593425,-0.30763909404495177,26.89
fullerene_structures/C60,stress,23,-4.166666666666667,4.545454545454546,0.1503084475974326,-2.934536989841409,1.0291609413170486,63.38683582063675,0.10331418753251594,-0.1805022501168164,1.74
interactome_pdz,stress,76,-13.636363636363637,0.0,0.0556185962649515,-18.099958080018155,-7.174568016782997,50.973856148064975,7.677960529951135,-1.584396167048287,8.66
kangaroo,stress,457,-1.9313304721030042,8.551068883610451,0.1514803543782745,-35.406928597798924,2.562261775858658,26.451405369855426,22.71067565955183,0.15462336642827748,0.9
karate/77,stress,61,-8.955223880597014,17.307692307692307,0.1217270311313929,-19.717753569818314,-0.9330178120045188,38.387435921973214,-1.262369814037097,2.217632577716058,0.89
karate/78,stress,67,-1.4705882352941178,17.54385964912281,0.1570010208749222,-2.424487260222169,23.393839857566757,36.33302072191788,-5.2509246076074545,-3.089481691113935,0.42
game_thrones,stress,1833,-17.80269058295964,1.2147984538928769,0.0913867655944455,-3.1688367854261066,-1.244439369418127,46.89923525183016,1.86213400671365,-0.8053369236331012,13.37
lesmis,stress,705,-4.986522911051213,2.9197080291970803,0.0688385917948743,-34.965918998256825,-15.250206232226057,45.84551507743072,1.4044429535383829,-0.9472427283379866,10.32
football,stress,4602,-16.931407942238266,0.6561679790026247,0.1549579759375103,-15.508409244854587,-0.38208542518897676,65.03392031014887,0.9058472414089103,-2.9262087400547094,85.69
malaria_genes/HVR_3,stress,50,-19.35483870967742,0.0,0.1008972103437722,-35.40992289780453,-30.450056591632183,12.000275977250318,-49.71542962131709,-35.34321818781275,0.45
football_tsevans,stress,4602,-16.931407942238266,0.6561679790026247,0.1549579759375103,-15.508409244854587,-0.38208542518897676,65.03392031014887,0.9058472414089103,-2.9262087400547094,85.09
macaque_neural,stress,2587,-2.5244913338357198,-0.690978886756238,0.1770495131181966,-10.5368778388919,-1.0551101478128142,41.11570161618135,10.201310398561773,5.337360570938073,12.63
mist/ppi_zebrafish,stress,5,-54.54545454545455,0.0,0.0806736963528718,-9.132173496905821,0.0,36.30764322143207,-0.007036199180694315,0.0,10.72
montreal,stress,149,-12.352941176470589,7.971014492753623,0.1410929045840706,-20.596708290394247,23.490866330634482,45.801079066823704,1.474307671872468,0.8804602540515469,1.25
new_guinea_tribes,stress,91,-19.469026548672566,8.333333333333334,0.3137277773644181,6.950697053687973,19.942760744791638,34.814932992184616,31.959640272523217,-11.588852697025558,0.47
november17,stress,96,-1.0309278350515463,6.666666666666667,0.1888710941528212,-9.53465199702209,16.647100615510638,36.16223828500438,4.144546988030091,26.4388986935811,0.6
marvel_partnerships,stress,8,-61.904761904761905,-11.11111111111111,0.0343573912785204,-8.021101573710249,10.53057950273852,49.192183794289726,4.454941953383365,-2.993564295428883,18.31
plant_pol_vazquez/All sites pooled,stress,215,-12.244897959183673,14.361702127659575,0.1273540332544028,-24.960417241590243,0.27815306733422684,54.19494987845612,-2.6931761110509784,-6.2832389137417515,4.14
mist/genetic_mouse,stress,8,-42.857142857142854,-20.0,0.0318042041594204,-26.034489223188224,-19.789979625425886,55.11172956437039,10.634465358552381,5.658382527288201,16.09
revolution,stress,5,0.0,0.0,0.1264281671601634,-18.32719516413507,0.0,36.92120646597252,4.426757177783234,0.0,4.46
