graph,tags,nodes,edges,algorithm,crossings,mean_edge_length,edge_length_var,path_continuity,runtime_s,status
ugandan_village/health-advice_5,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",166,386,"edge_relaxation(kr=0.1,kw=0.05)",2762,0.12983298765564794,0.002677872340858409,63.189219383771935,11.64,ok
ugandan_village/health-advice_6,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",131,284,baseline,1801,0.12603471030278923,0.0025997952542958958,62.10924527591897,0.17,ok
ugandan_village/health-advice_6,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",131,284,"edge_relaxation(kr=0.1,kw=0.05)",1529,0.10520857512838104,0.0026260242745890054,61.350664881166736,7.34,ok
ugandan_village/health-advice_7,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",121,473,baseline,8871,0.15098808143088546,0.0038835694621930333,74.2738247882642,0.07,ok
ugandan_village/health-advice_7,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",121,473,"edge_relaxation(kr=0.1,kw=0.05)",8675,0.10848924699575678,0.002873314788844525,74.36544190748742,16.46,ok
ugandan_village/health-advice_9,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",173,623,baseline,12926,0.14127734636604425,0.0032442196607129653,63.956250885944776,0.12,ok
ugandan_village/health-advice_9,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",173,623,"edge_relaxation(kr=0.1,kw=0.05)",11999,0.13846417488413093,0.0033244374392073102,64.69426190037211,29.09,ok
ugandan_village/health-advice_10,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",204,820,baseline,24356,0.11762376254978145,0.0028103297775472825,70.77150435810113,0.17,ok
ugandan_village/health-advice_10,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",204,820,"edge_relaxation(kr=0.1,kw=0.05)",20927,0.10271876850652627,0.002673987580857037,70.67019520341168,69.59,ok
ugandan_village/health-advice_11,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",234,527,baseline,5444,0.10953292205896852,0.001789576864235376,64.34342321258079,0.24,ok
ugandan_village/health-advice_11,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",234,527,"edge_relaxation(kr=0.1,kw=0.05)",4519,0.09206071581829801,0.0020114587208958632,66.73672978290838,38.86,ok
ugandan_village/health-advice_12,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",218,534,baseline,6380,0.1291120496980776,0.0021742591003149235,70.9860855945712,0.18,ok
ugandan_village/health-advice_12,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",218,534,"edge_relaxation(kr=0.1,kw=0.05)",5911,0.11256663592427507,0.002371425075134892,70.94041466691205,26.13,ok
ugandan_village/health-advice_13,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",157,286,baseline,1074,0.11688527808953626,0.001719337863270531,62.90685398453455,0.14,ok
ugandan_village/health-advice_13,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",157,286,"edge_relaxation(kr=0.1,kw=0.05)",1040,0.10519645085596074,0.0015040804443498044,63.13576610967974,5.5,ok
ugandan_village/health-advice_14,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",120,326,baseline,3059,0.13288325415354793,0.002207821364071046,70.09011097144067,0.21,ok
ugandan_village/health-advice_14,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",120,326,"edge_relaxation(kr=0.1,kw=0.05)",2262,0.08972934081140044,0.0024108978748679085,70.24710658973191,12.97,ok
ugandan_village/health-advice_15,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",117,196,baseline,374,0.11922739277239211,0.0017111591858994892,55.37593808391635,0.08,ok
ugandan_village/health-advice_15,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",117,196,"edge_relaxation(kr=0.1,kw=0.05)",337,0.11637754503257128,0.0016388585341185315,54.20190646162591,2.47,ok
ugandan_village/health-advice_16,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",349,862,baseline,20272,0.11235161903729021,0.001755996529339347,66.46052399631243,0.48,ok
ugandan_village/health-advice_16,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",349,862,"edge_relaxation(kr=0.1,kw=0.05)",17060,0.11394287154799404,0.0019303087498860213,65.14144385109819,48.79,ok
ugandan_village/health-advice_17,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",63,146,baseline,447,0.1571392955509069,0.0029416496195986248,59.58441516915164,0.01,ok
ugandan_village/health-advice_17,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",63,146,"edge_relaxation(kr=0.1,kw=0.05)",400,0.14366289589711687,0.0037408183712169542,60.33635010859137,1.24,ok
urban_streets/bologna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",541,771,baseline,9,0.02476684838882166,7.670326731444934e-05,47.809681615048525,2.11,ok
urban_streets/bologna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",541,771,"edge_relaxation(kr=0.1,kw=0.05)",5,0.024632061029592995,9.255173007718591e-05,47.92396805839064,77.25,ok
urban_streets/brasilia,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",179,230,baseline,4,0.04283848248909591,0.00018014059169736056,46.963587779747705,0.15,ok
urban_streets/brasilia,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",179,230,"edge_relaxation(kr=0.1,kw=0.05)",4,0.04078084616742318,0.00019296349951934924,46.626709928631456,3.64,ok
urban_streets/irvine2,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",178,189,baseline,6,0.03826066845487673,0.0002558429950022614,45.354616634289556,0.21,ok
urban_streets/irvine2,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",178,189,"edge_relaxation(kr=0.1,kw=0.05)",0,0.034290498152329076,0.0005215180453047043,46.65624991815979,4.88,ok
urban_streets/london,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",488,729,baseline,4,0.02910021072914377,4.853554171378363e-05,48.72184815536652,1.0,ok
urban_streets/london,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",488,729,"edge_relaxation(kr=0.1,kw=0.05)",3,0.030585322138342867,8.413932770652982e-05,48.80417297015654,54.25,ok
urban_streets/los-angeles,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",240,339,baseline,10,0.04381251782967164,0.0001507198492868857,48.82096406165676,0.22,ok
urban_streets/los-angeles,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",240,339,"edge_relaxation(kr=0.1,kw=0.05)",6,0.04455816735477086,0.00015814485452410567,48.23475354553286,8.07,ok
urban_streets/new-delhi,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",252,328,baseline,2,0.0366132890737932,0.00012187319890877095,49.39307450961161,0.22,ok
urban_streets/new-delhi,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",252,328,"edge_relaxation(kr=0.1,kw=0.05)",1,0.03576265762091351,0.00013051609225612224,49.72143020808489,7.4,ok
urban_streets/new-york,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",248,418,baseline,56,0.050484335855990096,0.00017277741170332715,44.39421737708549,0.23,ok
urban_streets/new-york,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",248,418,"edge_relaxation(kr=0.1,kw=0.05)",32,0.048705038923709185,0.00043530530354935604,44.861188289365465,14.62,ok
urban_streets/savannah,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",584,958,baseline,2,0.023148830991839484,5.7444307665682435e-05,45.357047976193044,1.3,ok
