graph,tags,nodes,edges,algorithm,crossings,mean_edge_length,edge_length_var,path_continuity,runtime_s,status
ceo_club,"[""Affiliation"", ""Social"", ""Unweighted""]",40,95,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",150,0.24663050489951951,0.022065775176862697,75.25919973561295,5.01,ok
dutch_criticism,"[""Offline"", ""Social"", ""Unweighted""]",35,80,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",132,0.08965602000444213,0.002474689495486464,50.48795025877688,1.84,ok
dolphins,"[""Animal"", ""Social"", ""Unweighted""]",62,159,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",227,0.06747926610911942,0.002279086235415237,45.43151507967189,8.69,ok
elite,"[""Affiliation"", ""Social"", ""Unweighted""]",44,99,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",139,0.14752393442759357,0.008232692811679168,64.52295310910286,2.53,ok
blumenau_drug,"[""Biological"", ""Drug interactions"", ""Metadata"", ""Weighted""]",75,181,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",545,0.13206024453602483,0.007810992881666111,63.62030449475323,11.11,ok
cs_department,"[""Multilayer"", ""Relationships"", ""Social"", ""Unweighted""]",61,353,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",2917,0.17115328727599444,0.010601364163029859,48.138037390734205,27.06,ok
celegans_interactomes/BPmaps,"[""Biological"", ""Protein interactions"", ""Unweighted""]",345,400,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",156,0.04509540876692809,0.0005851431511557389,50.14104046875838,32.92,ok
fullerene_structures/C180,"[""Biological"", ""Chemical"", ""Spatial"", ""Unweighted""]",180,270,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",80,0.088235313703503,0.0015244723212976263,60.62136192708608,11.73,ok
facebook_organizations/S2,"[""Online"", ""Social"", ""Unweighted""]",165,726,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",8550,0.09983314341493749,0.0028872866912240196,49.850371604558376,36.08,ok
fullerene_structures/C240,"[""Biological"", ""Chemical"", ""Spatial"", ""Unweighted""]",240,360,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",111,0.07908400832404475,0.0005952095533630885,60.641776134758494,18.25,ok
fullerene_structures/C260,"[""Biological"", ""Chemical"", ""Spatial"", ""Unweighted""]",260,390,"edge_relaxation_fiedler(kr=0.1,kw=0.05)",118,0.07318271812199101,0.00012546508751892508,60.65995174412045,20.2,ok
