graph,tags,nodes,edges,algorithm,crossings,mean_edge_length,edge_length_var,path_continuity,runtime_s,status
urban_streets/los-angeles,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",240,339,currentflow_aesthetic,5,0.040459507245435865,0.00019602099137991372,49.80976725487109,17.89,ok
urban_streets/new-delhi,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",252,328,currentflow_aesthetic,0,0.03821309588052976,0.00011856363432319804,52.543345127466566,16.49,ok
urban_streets/new-york,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",248,418,currentflow_aesthetic,21,0.04196122653462982,0.00039028830672412014,44.61205999710319,25.35,ok
ugandan_village/health-advice_10,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",204,820,currentflow_aesthetic,16593,0.1392843426354181,0.009006474960417364,74.52373716433735,148.09,ok
urban_streets/london,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",488,729,currentflow_aesthetic,2,0.0280040662254308,5.156075666168186e-05,50.720196284598615,72.81,ok
urban_streets/walnut-creek,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",169,196,currentflow_aesthetic,1,0.048409994492768615,0.00021294352196997852,57.65104844170628,9.85,ok
zebras,"[""Animal"", ""Metadata"", ""Social"", ""Unweighted""]",23,105,currentflow_aesthetic,495,0.17056050158245897,0.005962354197669168,28.536326901409872,1.72,ok
windsurfers,"[""Offline"", ""Social"", ""Weighted""]",43,336,currentflow_aesthetic,3610,0.20988615204380381,0.012489367489694763,23.85130698098578,11.26,ok
urban_streets/bologna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",541,771,currentflow_aesthetic,3,0.027261185877297926,6.116641357494934e-05,51.07531901950259,107.53,ok
urban_streets/vienna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",467,691,currentflow_aesthetic,1,0.03497537450576648,0.00013702674885749226,49.2457339002839,45.7,ok
urban_streets/savannah,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",584,958,currentflow_aesthetic,0,0.028953075612087584,9.067373705754445e-05,45.32949807168034,66.34,ok
ugandan_village/health-advice_16,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",349,862,currentflow_aesthetic,12426,0.08360796910096234,0.0037506769509734026,68.8381322330259,180.84,ok
