graph,tags,nodes,edges,algorithm,crossings,mean_edge_length,edge_length_var,path_continuity,runtime_s,status
fullerene_structures/C540,"[""Biological"", ""Chemical"", ""Spatial"", ""Unweighted""]",540,810,"edge_relaxation_stress(kr=0.1,kw=0.05)",255,0.05046082452309015,7.207661941965486e-05,60.278077476528644,183.33,ok
ugandan_village/friendship-12,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",229,872,"edge_relaxation_stress(kr=0.1,kw=0.05)",26056,0.11250638342192919,0.0025405603789053093,72.56000979760358,68.77,ok
ugandan_village/health-advice_2,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",170,394,"edge_relaxation_stress(kr=0.1,kw=0.05)",3222,0.10424954191038192,0.0018739519483208624,63.54961610969073,24.85,ok
ugandan_village/friendship-14,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",124,525,"edge_relaxation_stress(kr=0.1,kw=0.05)",8859,0.11296647822435724,0.003892769818771995,73.4702259433554,65.72,ok
ugandan_village/health-advice_1,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",187,431,"edge_relaxation_stress(kr=0.1,kw=0.05)",4057,0.12522165967420937,0.002984209483102246,66.34215821232321,49.78,ok
ugandan_village/friendship-13,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",183,809,"edge_relaxation_stress(kr=0.1,kw=0.05)",24763,0.08919724441737915,0.0022193673194618197,77.85981465158129,92.62,ok
ugandan_village/health-advice_6,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",131,284,"edge_relaxation_stress(kr=0.1,kw=0.05)",1448,0.11498158166623063,0.0033191918289593096,59.5993195104187,15.32,ok
ugandan_village/health-advice_5,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",166,386,"edge_relaxation_stress(kr=0.1,kw=0.05)",2770,0.11515414331475506,0.002412774794855378,61.537850353976665,20.81,ok
ugandan_village/health-advice_9,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",173,623,"edge_relaxation_stress(kr=0.1,kw=0.05)",12193,0.11685180127726727,0.002661987989036397,65.77609471448754,36.91,ok
ugandan_village/health-advice_3,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",185,638,"edge_relaxation_stress(kr=0.1,kw=0.05)",15181,0.08504149732932575,0.0016550496443845583,67.630820679307,62.36,ok
ugandan_village/health-advice_7,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",121,473,"edge_relaxation_stress(kr=0.1,kw=0.05)",8258,0.1019706155714976,0.0031257538042158716,73.53042823754784,51.98,ok
ugandan_village/health-advice_13,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",157,286,"edge_relaxation_stress(kr=0.1,kw=0.05)",1008,0.09688081919836217,0.0022362451029469778,63.795249311587604,16.82,ok
ugandan_village/health-advice_15,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",117,196,"edge_relaxation_stress(kr=0.1,kw=0.05)",310,0.11740741332313086,0.0022742034424727965,55.6105534563406,5.99,ok
ugandan_village/health-advice_14,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",120,326,"edge_relaxation_stress(kr=0.1,kw=0.05)",2261,0.1358768037909326,0.005201838962665467,68.23367808798973,21.95,ok
ugandan_village/health-advice_17,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",63,146,"edge_relaxation_stress(kr=0.1,kw=0.05)",390,0.1490906021830291,0.003943192344115147,60.08936428834958,3.78,ok
ugandan_village/health-advice_10,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",204,820,"edge_relaxation_stress(kr=0.1,kw=0.05)",21767,0.12703842908462715,0.0032501597914617003,70.24276050956854,67.72,ok
urban_streets/brasilia,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",179,230,"edge_relaxation_stress(kr=0.1,kw=0.05)",3,0.039325774792120564,0.0004612289957944988,46.9550802143151,9.38,ok
urban_streets/irvine2,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",178,189,"edge_relaxation_stress(kr=0.1,kw=0.05)",1,0.03821525983543876,0.0003956058715790912,44.91800384587458,7.07,ok
